customerid,surname,geography,gender,age,age_group
15714939,Fallaci,Germany,Female,34,Middle-aged
15683503,Hudson,France,Female,43,Middle-aged
15645569,Mai,Spain,Female,26,Young
15782569,Stout,France,Female,72,Senior
15592387,Burke,France,Male,30,Middle-aged
15609286,Chadwick,France,Male,37,Middle-aged
15814035,Lawrence,France,Male,29,Young
15661249,Bellucci,France,Male,53,Senior
15629117,Harper,France,Male,28,Young
15607170,Boyle,France,Male,35,Middle-aged
15586585,Duncan,Germany,Female,51,Senior
15686611,Moss,France,Male,30,Middle-aged
15603203,Avdeyeva,France,Female,27,Young
15619857,Crawford,France,Female,64,Senior
15805062,Lynton,Spain,Male,38,Middle-aged
15660271,Duncan,Germany,Male,26,Young
15745295,Gether,Spain,Female,31,Middle-aged
15719352,Davidson,Spain,Male,39,Middle-aged
15766575,Larionova,Germany,Female,62,Senior
15594594,Loggia,Spain,Male,42,Middle-aged
15646161,Steinhoff,Spain,Female,37,Middle-aged
15682585,Guerra,France,Male,35,Middle-aged
15603134,Pai,Spain,Female,40,Middle-aged
15636444,Craig,Germany,Female,53,Senior
15773456,Lazareva,Germany,Male,36,Middle-aged
15745307,Ch'iu,Spain,Female,48,Middle-aged
15604119,Alderete,Spain,Male,35,Middle-aged
15626900,Kung,France,Male,29,Young
15605447,Palermo,France,Male,49,Middle-aged
15589030,Ts'ai,France,Male,47,Middle-aged
15692463,Rahman,Spain,Female,28,Young
15712403,McMillan,France,Female,61,Senior
15811762,Pickering,Germany,Female,54,Senior
15718673,Mirams,Spain,Female,33,Middle-aged
15724282,Tsao,Germany,Male,44,Middle-aged
15738181,Douglas,France,Male,31,Middle-aged
15633648,Jideofor,Spain,Female,51,Senior
15603323,Bell,Spain,Female,33,Middle-aged
15583725,Mairinger,France,Male,48,Middle-aged
15588350,McIntyre,France,Female,43,Middle-aged
15798398,Pagnotto,France,Female,36,Middle-aged
15784844,K'ung,Spain,Male,48,Middle-aged
15580684,Feng,France,Female,29,Young
15809663,Donaldson,France,Female,27,Young
15640078,Chambers,Germany,Female,39,Middle-aged
15698786,Marcelo,France,Female,39,Middle-aged
15569807,Ejimofor,France,Female,34,Middle-aged
15730830,Dale,France,Female,30,Middle-aged
15805112,Pokrovsky,France,Male,38,Middle-aged
15633064,Stonebraker,France,Female,36,Middle-aged
15703119,Liang,France,Male,38,Middle-aged
15730447,Anderson,France,Female,49,Middle-aged
15813850,Christian,France,Male,52,Senior
15711889,Mao,France,Male,42,Middle-aged
15664610,Campbell,Germany,Male,48,Middle-aged
15751710,Ginikanwa,Spain,Male,31,Middle-aged
15692926,Toscani,Germany,Male,25,Young
15813741,Nnachetam,Spain,Male,25,Young
15698474,Sagese,Germany,Female,54,Senior
15568595,Fleming,France,Male,64,Senior
15603065,Grubb,France,Female,30,Middle-aged
15592937,Napolitani,Germany,Female,41,Middle-aged
15699637,Anenechi,Spain,Male,57,Senior
15667215,Chandler,France,Male,31,Middle-aged
15788659,Howells,France,Male,46,Middle-aged
15763218,Akeroyd,France,Female,41,Middle-aged
15645772,Onwumelu,France,Male,33,Middle-aged
15725511,Wallace,France,Female,31,Middle-aged
15575024,Uwaezuoke,France,Male,29,Young
15640825,Loyau,Spain,Male,46,Middle-aged
15662397,Small,France,Female,42,Middle-aged
15576368,Bledsoe,Germany,Female,48,Middle-aged
15674991,Kao,France,Male,42,Middle-aged
15721024,Wickens,France,Male,26,Young
15745621,Wertheim,Spain,Female,32,Middle-aged
15642394,He,Spain,Male,35,Middle-aged
15754605,Jarvis,France,Female,39,Middle-aged
15607040,P'an,Spain,Female,38,Middle-aged
15715142,Repina,Germany,Male,45,Middle-aged
15810978,Pugliesi,Spain,Female,70,Senior
15668886,Blakey,Spain,Female,38,Middle-aged
15780804,Nucci,France,Male,55,Senior
15613880,Higinbotham,Spain,Male,58,Senior
15775238,Achebe,Germany,Female,41,Middle-aged
15786905,Russo,Germany,Female,40,Middle-aged
15747867,Trevisani,France,Male,24,Young
15600337,Dobie,Spain,Male,42,Middle-aged
15801277,Maccallum,France,Female,31,Middle-aged
15579334,Watkins,Germany,Female,45,Middle-aged
15802741,Mitchel,France,Female,51,Senior
15720649,Ferdinand,France,Female,36,Middle-aged
15589493,Otitodilinna,Germany,Male,27,Young
15688251,Mamelu,France,Male,43,Middle-aged
15665238,Beneventi,Germany,Male,36,Middle-aged
15740900,Perrodin,France,Male,34,Middle-aged
15681068,Chinagorom,France,Female,45,Middle-aged
15748625,Napolitano,France,Male,57,Senior
15727299,Edgar,Spain,Male,62,Senior
15620204,Walker,Germany,Female,57,Senior
15669516,Steele,Spain,Male,36,Middle-aged
15736534,Elkins,Germany,Male,33,Middle-aged
15803457,Hao,France,Female,32,Middle-aged
15659098,Toscano,France,Male,30,Middle-aged
15603436,Savage,Spain,Female,49,Middle-aged
15566292,Okwuadigbo,Spain,Male,36,Middle-aged
15808621,Mordvinova,Germany,Male,36,Middle-aged
15580148,Welch,Germany,Male,40,Middle-aged
15776231,Kent,Germany,Male,35,Middle-aged
15773809,Campbell,France,Male,42,Middle-aged
15649423,Cooper,France,Female,35,Middle-aged
15734886,Mazzi,France,Female,34,Middle-aged
15722548,Fisher,France,Male,48,Middle-aged
15650288,Summers,Germany,Male,35,Middle-aged
15629448,Brady,Spain,Male,38,Middle-aged
15716164,Nicholls,France,Female,41,Middle-aged
15807609,Yuan,Spain,Female,25,Young
15578977,Robinson,France,Male,34,Middle-aged
15677369,Golubov,Germany,Female,37,Middle-aged
15804072,Chen,Spain,Female,42,Middle-aged
15696859,Oldham,France,Male,45,Middle-aged
15653780,Kambinachi,France,Female,43,Middle-aged
15721658,Fleming,Spain,Female,56,Senior
15578761,Cunningham,Spain,Female,42,Middle-aged
15736879,Obinna,France,Male,23,Young
15571973,Chinwemma,France,Female,38,Middle-aged
15626742,Carpenter,France,Male,36,Middle-aged
15672692,Yin,France,Female,42,Middle-aged
15673570,Olsen,France,Male,37,Middle-aged
15767432,Ts'ai,France,Female,25,Young
15654238,Jen,France,Female,40,Middle-aged
15612525,Preston,France,Female,57,Senior
15812750,Ozioma,France,Male,24,Young
15790757,Cody,France,Female,25,Young
15723873,Ponomarev,Spain,Male,31,Middle-aged
15744607,Martin,Germany,Male,43,Middle-aged
15612966,Milani,Germany,Female,60,Senior
15784209,Tang,France,Male,47,Middle-aged
15794278,Romani,Spain,Male,67,Senior
15766741,McIntyre,France,Male,36,Middle-aged
15661036,Davis,France,Male,46,Middle-aged
15705639,Onyemauchechukwu,France,Female,28,Young
15637414,Gell,France,Female,24,Young
15716835,Rossi,France,Male,24,Young
15696231,Chiwetelu,France,Male,29,Young
15641675,Kirillova,France,Female,49,Middle-aged
15670755,Shaw,France,Male,60,Senior
15640059,Smith,France,Male,40,Middle-aged
15787619,Hsieh,France,Male,18,Young
15587535,Onyemauchechukwu,Spain,Female,46,Middle-aged
15813034,Martin,Spain,Male,38,Middle-aged
15698839,Okwudilichukwu,Germany,Male,46,Middle-aged
15790314,Onuoha,France,Male,41,Middle-aged
15634245,Muecke,Germany,Female,47,Middle-aged
15677305,Hsieh,France,Female,35,Middle-aged
15661526,Anderson,Germany,Male,37,Middle-aged
15685997,Azubuike,Spain,Female,39,Middle-aged
15660101,Nnonso,France,Male,31,Middle-aged
15637979,Fuller,Germany,Female,36,Middle-aged
15815364,Ashley,Spain,Female,28,Young
15647099,Ts'ui,France,Female,37,Middle-aged
15625944,Buccho,France,Male,58,Senior
15583212,Chidozie,France,Female,43,Middle-aged
15582741,Maclean,France,Female,35,Middle-aged
15637876,Burns,Germany,Female,36,Middle-aged
15622750,Chu,Germany,Female,21,Young
15672056,Kenenna,Germany,Male,43,Middle-aged
15812351,Beluchi,Spain,Female,27,Young
15810864,Williamson,France,Female,82,Senior
15677921,Bobrov,Germany,Male,60,Senior
15724296,Kerr,Spain,Male,41,Middle-aged
15685329,McKenzie,France,Female,63,Senior
15584091,Pitts,Germany,Female,36,Middle-aged
15640442,Standish,France,Male,31,Middle-aged
15639314,Cartwright,France,Male,32,Middle-aged
15685320,Johnstone,France,Male,36,Middle-aged
15789158,Nikitina,Germany,Male,49,Middle-aged
15752137,McElroy,France,Male,33,Middle-aged
15712551,Shen,Germany,Female,58,Senior
15628936,Archer,Spain,Male,28,Young
15797227,Otutodilinna,France,Male,28,Young
15769974,Shih,Spain,Female,35,Middle-aged
15737051,Denisov,France,Male,27,Young
15585595,Owens,France,Female,28,Young
15654060,P'eng,France,Male,41,Middle-aged
15745196,Verco,France,Female,35,Middle-aged
15571221,Bergamaschi,Germany,Male,58,Senior
15660155,Lorenzo,Spain,Male,36,Middle-aged
15605284,Outtrim,France,Male,26,Young
15694366,Hou,Germany,Male,42,Middle-aged
15600739,Galkin,Spain,Female,35,Middle-aged
15653253,Pagnotto,Spain,Male,48,Middle-aged
15763431,Echezonachukwu,France,Male,36,Middle-aged
15643696,Young,France,Male,49,Middle-aged
15707473,Summers,Germany,Female,48,Middle-aged
15769504,Munro,Germany,Female,34,Middle-aged
15776807,Brennan,France,Male,29,Young
15686870,Ball,Germany,Male,36,Middle-aged
15668747,Virgo,France,Female,46,Middle-aged
15766908,Trevisani,Germany,Male,32,Middle-aged
15570134,Padovano,France,Female,35,Middle-aged
15567367,Tao,Germany,Female,42,Middle-aged
15747542,Perez,France,Male,52,Senior
15762238,Fraser,Germany,Female,44,Middle-aged
15681554,Alley,Germany,Female,31,Middle-aged
15712825,Howells,Spain,Female,29,Young
15640280,Cameron,France,Male,39,Middle-aged
15756026,Hooper,Spain,Female,46,Middle-aged
15613319,Rice,France,Female,33,Middle-aged
15798906,Cox,France,Male,69,Senior
15708917,Martin,Germany,Male,53,Senior
15778463,Ikenna,France,Female,37,Middle-aged
15699430,Davide,France,Female,35,Middle-aged
15649992,Alexander,Spain,Male,65,Senior
15578980,Piazza,Spain,Female,33,Middle-aged
15775306,Ni,Germany,Male,28,Young
15641655,Black,France,Female,26,Young
15619708,Harker,France,Male,25,Young
15734565,Hughes,France,Male,29,Young
15806438,Chiabuotu,Germany,Female,42,Middle-aged
15591969,Kuo,Spain,Male,27,Young
15747807,Gallagher,France,Female,43,Middle-aged
15596939,Calabresi,Germany,Male,36,Middle-aged
15716155,Shaw,France,Female,36,Middle-aged
15765311,Zhirov,Spain,Male,34,Middle-aged
15757811,Lloyd,Spain,Female,69,Senior
15603830,Palmer,Spain,Male,36,Middle-aged
15660602,Ch'eng,Germany,Male,33,Middle-aged
15660535,Avent,France,Female,47,Middle-aged
15666633,Huang,Spain,Male,56,Senior
15596914,Shaw,Germany,Female,31,Middle-aged
15639788,Yuan,France,Female,39,Middle-aged
15695846,Hawkins,France,Female,34,Middle-aged
15726234,Trentini,Spain,Female,41,Middle-aged
15797964,Cameron,Germany,Female,29,Young
15625881,Koehler,Germany,Male,37,Middle-aged
15780628,Wu,France,Female,30,Middle-aged
15575883,Manna,France,Male,34,Middle-aged
15585036,Okoli,Spain,Female,37,Middle-aged
15589488,Ch'eng,Germany,Female,56,Senior
15585888,Nwokezuike,Spain,Female,48,Middle-aged
15727915,Artemiev,France,Male,36,Middle-aged
15707567,Esposito,Germany,Male,50,Senior
15737792,Abbie,France,Female,31,Middle-aged
15599433,Fanucci,Germany,Male,35,Middle-aged
15672012,Jen,Spain,Female,41,Middle-aged
15806983,Moss,France,Male,44,Middle-aged
15592222,Lo,France,Male,49,Middle-aged
15608968,Averyanov,Germany,Male,21,Young
15586959,Unaipon,France,Female,42,Middle-aged
15646558,Clamp,Spain,Male,51,Senior
15725811,Lim,France,Male,25,Young
15572265,Wu,Germany,Male,46,Middle-aged
15794048,Wan,Germany,Female,48,Middle-aged
15677610,Chambers,Germany,Female,41,Middle-aged
15745012,Pettit,France,Female,43,Middle-aged
15601589,Baresi,France,Female,57,Senior
15686436,Newbery,Spain,Male,32,Middle-aged
15693864,Iheanacho,Germany,Female,49,Middle-aged
15760550,Duncan,Spain,Male,39,Middle-aged
15686137,Barry,Spain,Male,32,Middle-aged
15809087,Landry,France,Male,64,Senior
15807663,McGregor,France,Male,43,Middle-aged
15809100,Nucci,France,Female,32,Middle-aged
15794916,Pirogov,France,Male,41,Middle-aged
15614215,Oguejiofor,France,Male,53,Senior
15805449,Ugochukwu,France,Male,38,Middle-aged
15686983,Rohu,Germany,Female,25,Young
15808017,Cary,France,Male,38,Middle-aged
15756804,O'Loghlen,France,Female,48,Middle-aged
15646810,Quinn,Germany,Male,44,Middle-aged
15710424,Page,France,Male,36,Middle-aged
15799422,Evans,France,Female,40,Middle-aged
15692750,McGregor,Germany,Female,45,Middle-aged
15794549,Andrews,France,Female,35,Middle-aged
15803764,Stanley,France,Male,28,Young
15674840,Chiazagomekpere,France,Female,38,Middle-aged
15653762,Chidiebele,France,Female,39,Middle-aged
15581229,Gregory,Germany,Female,32,Middle-aged
15800228,Bednall,Spain,Female,42,Middle-aged
15656333,Jen,France,Female,33,Middle-aged
15697497,She,France,Female,45,Middle-aged
15585362,Simmons,France,Female,60,Senior
15571928,Fraser,France,Female,43,Middle-aged
15785519,May,France,Male,36,Middle-aged
15743007,Seabrook,France,Female,45,Middle-aged
15777211,Herrera,France,Male,65,Senior
15721935,Kincaid,France,Male,25,Young
15591711,Sleeman,Spain,Male,38,Middle-aged
15625021,Hung,France,Male,42,Middle-aged
15702968,Artemieva,Germany,Male,74,Senior
15600462,Barwell,France,Female,43,Middle-aged
15768104,Wright,Spain,Male,37,Middle-aged
15780140,Bellucci,Germany,Male,32,Middle-aged
15585255,Moore,France,Male,42,Middle-aged
15772781,Ball,France,Female,51,Senior
15669987,Sung,Germany,Female,35,Middle-aged
15697000,Mello,Germany,Male,32,Middle-aged
15733119,Mistry,France,Male,35,Middle-aged
15782390,T'ien,France,Female,40,Middle-aged
15654700,Fallaci,France,Female,40,Middle-aged
15632210,Hill,Germany,Male,25,Young
15642041,Burns,Germany,Male,40,Middle-aged
15709737,Hunter,France,Male,36,Middle-aged
15792388,Li,France,Female,48,Middle-aged
15786014,Ku,France,Male,28,Young
15794580,Ch'en,France,Male,58,Senior
15675964,Chukwukadibia,France,Female,45,Middle-aged
15814275,Zikoranachidimma,France,Male,33,Middle-aged
15724848,Oluchukwu,France,Female,46,Middle-aged
15754713,Rivera,Spain,Male,31,Middle-aged
15693814,Niu,Spain,Male,25,Young
15599660,Bennett,France,Male,36,Middle-aged
15746490,Wollstonecraft,Spain,Female,53,Senior
15566091,Thomsen,Spain,Female,32,Middle-aged
15655961,Palermo,Germany,Male,27,Young
15710404,Chinwendu,France,Male,35,Middle-aged
15775625,McKenzie,France,Male,47,Middle-aged
15792328,James,France,Male,39,Middle-aged
15719856,Lamb,France,Female,45,Middle-aged
15593773,Olejuru,Spain,Male,35,Middle-aged
15733114,Hay,Spain,Male,45,Middle-aged
15797748,Lu,France,Male,44,Middle-aged
15743411,Chiawuotu,Spain,Male,61,Senior
15753337,Yeates,France,Male,51,Senior
15601026,Gallagher,Germany,Female,19,Young
15658485,Heath,France,Female,34,Middle-aged
15636731,Ts'ai,Germany,Female,36,Middle-aged
15628303,Thurgood,Spain,Male,35,Middle-aged
15633461,Pai,Germany,Male,38,Middle-aged
15677135,Lorenzo,Germany,Male,61,Senior
15590876,Knupp,France,Female,24,Young
15790782,Baryshnikov,Spain,Male,39,Middle-aged
15700476,Azubuike,Germany,Male,41,Middle-aged
15634141,Shephard,Germany,Female,42,Middle-aged
15737795,Scott,Spain,Male,36,Middle-aged
15790299,Williamson,Spain,Male,37,Middle-aged
15675316,Avdeeva,France,Female,38,Middle-aged
15613630,Tang,France,Male,52,Senior
15662100,Hsu,Germany,Female,44,Middle-aged
15668032,Buchanan,France,Female,37,Middle-aged
15599289,Yeh,France,Female,37,Middle-aged
15754084,Palazzi,Spain,Male,35,Middle-aged
15676521,Y?an,France,Female,31,Middle-aged
15804586,Lin,France,Female,46,Middle-aged
15781465,Schofield,Germany,Female,29,Young
15729362,Lombardi,France,Male,36,Middle-aged
15709295,Wall,Spain,Female,25,Young
15745324,Milani,Spain,Female,39,Middle-aged
15741336,Ejimofor,France,Female,38,Middle-aged
15783659,Blackburn,France,Male,67,Senior
15620981,Wickham,France,Female,48,Middle-aged
15630328,Bird,France,Female,48,Middle-aged
15785899,Ch'en,Germany,Male,33,Middle-aged
15606149,Wood,Germany,Female,66,Senior
15671139,Brizendine,Spain,Male,39,Middle-aged
15660429,Ch'in,Spain,Female,42,Middle-aged
15571002,Yusupov,France,Female,44,Middle-aged
15631681,Jibunoh,Spain,Female,43,Middle-aged
15731522,Ts'ui,Spain,Female,67,Senior
15619529,Ndukaku,Spain,Male,27,Young
15628034,Wilder,France,Female,37,Middle-aged
15686164,Maclean,Germany,Female,31,Middle-aged
15582797,Ch'iu,Spain,Male,35,Middle-aged
15753831,Cox,Spain,Male,32,Middle-aged
15731815,Nepean,Spain,Male,63,Senior
15580956,McNess,Germany,Female,43,Middle-aged
15602084,Coles,France,Female,42,Middle-aged
15589805,Benson,France,Female,34,Middle-aged
15720893,Gilbert,Spain,Female,34,Middle-aged
15641009,Wilhelm,France,Male,37,Middle-aged
15605926,Sinclair,Germany,Male,70,Senior
15805955,L?,France,Female,48,Middle-aged
15801488,Buckner,France,Male,25,Young
15605918,Padovesi,Germany,Male,43,Middle-aged
15779711,Gray,Spain,Female,38,Middle-aged
15705620,Lu,France,Male,34,Middle-aged
15685357,Wright,Spain,Female,36,Middle-aged
15570060,Palerma,France,Female,43,Middle-aged
15582616,Y?an,France,Female,38,Middle-aged
15799515,Wei,France,Female,48,Middle-aged
15642937,Padovesi,France,Female,46,Middle-aged
15624729,Tsao,France,Male,27,Young
15566156,Franklin,Germany,Female,44,Middle-aged
15792360,Clark,France,Male,32,Middle-aged
15807008,McGregor,Germany,Female,35,Middle-aged
15704770,Pan,France,Male,25,Young
15756475,Kenniff,Germany,Male,31,Middle-aged
15655339,Spencer,France,Male,36,Middle-aged
15613749,Lees,Spain,Male,34,Middle-aged
15664521,David,Spain,Male,31,Middle-aged
15681206,Hsing,France,Female,49,Middle-aged
15745527,Burke,France,Male,37,Middle-aged
15806926,Watson,France,Female,35,Middle-aged
15724563,Hawkins,Germany,Female,42,Middle-aged
15782899,Ginn,Spain,Female,28,Young
15623521,Sozonov,Spain,Male,43,Middle-aged
15810218,Sun,Spain,Male,29,Young
15645621,Hunter,Spain,Male,44,Middle-aged
15608114,Manfrin,Spain,Male,62,Senior
15659557,Artamonova,Germany,Female,28,Young
15787772,Hansen,France,Female,38,Middle-aged
15691111,Pai,Germany,Female,42,Middle-aged
15592089,Larsen,France,Female,43,Middle-aged
15633897,Owen,Germany,Male,39,Middle-aged
15701301,Murphy,France,Female,42,Middle-aged
15723685,Ekechukwu,Germany,Female,26,Young
15701602,Ayers,Germany,Male,52,Senior
15739189,Johnson,Spain,Female,33,Middle-aged
15573086,Millar,France,Male,42,Middle-aged
15569050,Farrell,France,Male,45,Middle-aged
15750765,Sanders,Spain,Male,71,Senior
15799811,Herrera,France,Male,40,Middle-aged
15698442,Eberechukwu,Spain,Male,35,Middle-aged
15655274,Bardin,France,Female,29,Young
15603594,Nwankwo,Spain,Male,24,Young
15585961,Talbot,Spain,Female,43,Middle-aged
15686936,McGregor,France,Female,37,Middle-aged
15770424,Onyeorulu,Germany,Male,40,Middle-aged
15587451,Goold,Germany,Male,41,Middle-aged
15602010,Zikoranaudodimma,Germany,Female,45,Middle-aged
15600583,Garner,France,Male,31,Middle-aged
15654673,Onyinyechukwuka,France,Male,49,Middle-aged
15717164,Genovese,Spain,Male,32,Middle-aged
15765014,Mai,France,Female,48,Middle-aged
15682639,Marshall,France,Male,32,Middle-aged
15729279,Naylor,France,Female,25,Young
15759805,Pinto,France,Female,32,Middle-aged
15767864,Fulton,France,Male,33,Middle-aged
15769948,Palerma,Germany,Male,35,Middle-aged
15686345,McCaffrey,Spain,Male,34,Middle-aged
15688071,Collins,Spain,Male,53,Senior
15681174,Zuev,France,Male,39,Middle-aged
15667521,Crawford,France,Female,22,Young
15750243,Genovese,Spain,Male,40,Middle-aged
15695475,Maclean,France,Male,29,Young
15689176,Fabro,France,Male,46,Middle-aged
15652955,Price,Spain,Male,30,Middle-aged
15668958,Chatfield,France,Male,30,Middle-aged
15631054,Volkova,France,Female,24,Young
15581479,Archer,France,Male,30,Middle-aged
15577478,Ch'iu,France,Female,72,Senior
15780870,McKay,Spain,Male,67,Senior
15692317,Craig,France,Male,30,Middle-aged
15593969,Abramovich,Spain,Female,39,Middle-aged
15570417,Chien,France,Male,35,Middle-aged
15779059,Timms,France,Female,38,Middle-aged
15785980,Williford,Spain,Male,34,Middle-aged
15644200,Hamilton,Spain,Female,42,Middle-aged
15793949,Cheng,France,Female,48,Middle-aged
15645103,Su,Germany,Male,25,Young
15705860,McKenzie,Germany,Male,40,Middle-aged
15623828,Akobundu,France,Male,30,Middle-aged
15715003,Ko,Spain,Female,49,Middle-aged
15623471,Marcelo,Germany,Male,38,Middle-aged
